tax_id,age,employment_duration,annual_income,credit_history_length,num_credit_cards,payment_history,late_payments,credit_inquiries,credit_limit,credit_utilization,last_late_payment_days,savings_balance,checking_balance,investment_balance,avg_monthly_transactions,avg_transaction_value,international_transactions_ratio,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,current_debt,monthly_expenses,auto_loan_balance,mortgage_balance,investment_loan_balance,debt_to_income,credit_score
785-10-1685,47.84912804030419,8.4,158411.74,2.9,0,68.3428,1,0,3773.54,0.3649,67.0,12225.73,1755.99,221.27,72.6,22.7,0.3552,74.764,67.4616,0.3037,1,52769.24,7059.35,1808.28,434106.62,185564.02,120.0,706
786-10-1686,51.04360869032354,4.7,21988.47,11.1,1,68.9699,0,0,3635.67,0.3897,263.0,6143.47,3653.62,762.78,86.3,58.4,0.1365,44.2286,52.9032,0.3449,1,16500.14,1463.79,17976.16,110941.55,26851.7,120.0,698
787-10-1687,38.6281296642605,15.5,43549.04,4.7,4,92.0527,1,1,15695.61,0.2343,16.0,7379.43,3057.51,3963.71,57.2,94.93,0.1213,68.1864,78.8344,0.5688,1,42015.82,2703.73,12365.49,140748.08,55405.85,120.0,711
788-10-1688,36.79201562818317,40.0,94591.21,10.5,0,83.6469,0,2,30137.69,0.589,365.0,12906.78,1561.91,207.34,32.6,23.18,0.132,68.5583,90.9012,0.8705,1,25253.47,5191.23,62101.8,386612.67,119450.17,120.0,747
789-10-1689,54.51267881424411,7.3,42751.61,12.9,0,84.4328,1,1,5058.54,0.2698,84.0,7881.83,3935.52,2690.43,27.2,66.48,0.0819,50.3773,86.0412,0.9578,1,150505.58,2879.66,10427.32,28649.08,11766.18,120.0,706
790-10-1690,52.244420971469026,40.0,337030.44,2.0,2,84.7357,1,1,21096.34,0.4543,23.0,1714.37,793.3,2345.61,30.1,105.77,0.2661,72.1654,68.4351,0.3866,0,27918.28,17791.04,42500.81,313456.03,53325.21,120.0,718
791-10-1691,65.31303261494283,15.2,95542.77,8.1,3,67.1102,1,0,23251.21,0.2951,265.0,4557.2,2161.69,4739.35,63.9,29.84,0.1202,81.3632,27.8213,0.4746,0,40174.44,4655.11,17651.1,21151.92,15592.19,98.9815,754
792-10-1692,51.2132848256711,16.9,119189.84,6.9,1,50.8612,0,1,46812.07,0.3893,144.0,15675.99,4659.72,34546.04,68.3,66.19,0.0707,49.0409,80.0913,0.5228,1,59873.05,6056.68,3583.85,168817.1,32487.43,120.0,753
793-10-1693,55.6238403343408,6.0,35198.2,7.4,3,76.9433,2,1,16121.31,0.1368,32.0,4995.62,6735.07,1964.77,59.3,213.03,0.1109,73.5412,85.9115,0.5962,1,11110.73,1166.11,62297.46,204934.36,7184.74,120.0,692
794-10-1694,43.60293758876685,15.9,117652.16,5.2,1,82.9178,0,2,23682.36,0.2036,45.0,13789.57,4226.25,10297.15,55.4,95.34,0.2732,48.446,75.4909,0.5383,1,147859.08,7125.1,19483.61,208126.74,12812.59,120.0,756
795-10-1695,43.934451284476424,10.9,105559.83,16.7,3,56.1222,2,1,5227.7,0.1958,75.0,1117.59,1774.58,2397.69,41.9,32.61,0.1712,93.0429,95.9059,0.8687,1,21194.08,4111.66,2768.89,189807.08,477.19,120.0,734
796-10-1696,39.29440198579517,29.6,179007.51,18.4,2,93.0128,2,0,27617.68,0.2003,365.0,2326.56,21341.64,1821.87,54.6,44.07,0.0832,56.9301,93.7527,0.4767,1,31307.53,12069.72,1295.0,122846.0,104803.89,120.0,764
797-10-1697,43.679743047237814,5.0,18000.0,6.1,1,70.1662,1,0,12888.85,0.4549,148.0,3605.67,16701.39,829.54,50.4,35.59,0.3767,93.1876,66.0331,0.5699,1,41122.26,825.15,1470.92,160593.7,118596.63,120.0,669
798-10-1698,47.1962175212154,11.0,34668.58,5.8,1,80.4264,1,0,18671.5,0.0399,46.0,15569.53,3622.66,905.67,26.0,69.69,0.0293,66.7618,71.7217,0.7487,1,13284.1,1789.15,19121.47,737465.96,8190.07,120.0,713
799-10-1699,63.84827315026132,9.2,75769.6,2.1,2,83.8209,1,0,25391.54,0.5718,67.0,3214.29,2674.99,6412.91,47.4,86.65,0.1771,94.6461,50.2238,0.5818,0,18477.01,3040.4,2411.4,473699.47,55569.3,120.0,698
800-10-1700,42.49327757461735,17.2,77372.9,5.6,0,66.8334,0,0,2986.42,0.0587,17.0,2932.79,497.97,3447.31,90.5,32.3,0.0641,64.0161,54.3818,0.4994,1,20851.06,4627.1,14411.76,1011.83,215806.36,120.0,722
801-10-1701,75.95557491064899,3.4,58016.05,7.9,0,70.497,0,1,10464.72,0.161,48.0,19223.68,15346.65,1701.35,54.3,74.73,0.4671,67.4583,53.0838,0.5669,1,58014.62,2839.53,37847.04,31999.71,81512.04,120.0,709
802-10-1702,56.62005369731021,29.1,20546.61,5.2,3,64.6751,0,1,6980.92,0.4256,244.0,3771.29,4949.64,39.53,55.4,46.04,0.3331,72.5497,46.972,0.8381,1,120782.11,1362.83,7024.63,55153.73,9063.39,120.0,691
803-10-1703,54.2280267977616,16.9,68703.51,3.6,3,64.9235,0,2,28375.49,0.1835,67.0,4666.64,6387.12,3494.86,33.2,20.73,0.3541,45.2796,47.1692,0.8974,1,11423.89,3568.97,31837.43,32567.41,32414.7,120.0,706
804-10-1704,50.43118531091947,16.3,74306.59,19.7,1,79.041,0,1,2620.97,0.2744,95.0,3524.47,7515.02,18351.04,59.2,63.36,0.3462,69.526,88.132,0.8131,1,80565.83,5087.72,32592.11,74804.66,76053.24,120.0,758
805-10-1705,48.581181935930864,7.5,59748.5,11.1,1,63.4234,1,3,18211.5,0.1935,12.0,2712.05,5182.46,636.97,49.9,31.61,0.1509,71.8251,26.7008,0.786,1,22802.34,3433.1,33336.57,117697.0,65749.37,120.0,710
806-10-1706,44.84262079702029,21.3,58349.61,16.0,3,81.0146,0,1,17120.52,0.2754,80.0,13196.98,804.33,9144.62,20.8,46.17,0.314,90.2496,80.9475,0.735,1,42179.76,3295.03,6875.48,733668.19,52594.69,120.0,753
807-10-1707,38.36764534074123,20.2,115790.25,8.1,4,81.5417,0,0,48108.81,0.2245,126.0,6322.6,4093.07,1768.44,45.1,99.3,0.2475,76.7483,62.4583,0.4776,0,8029.07,4751.54,68565.49,205069.14,143933.99,120.0,770
808-10-1708,42.75386264843158,26.0,53753.73,6.3,2,85.0613,1,1,21754.93,0.537,131.0,2368.63,1810.74,41897.25,48.4,27.3,0.0643,66.3884,61.2215,0.9292,1,13094.89,2915.98,5918.92,536458.79,16654.61,120.0,719
809-10-1709,68.89652416100404,12.3,24957.51,14.1,5,78.4365,1,1,15405.67,0.4918,192.0,9550.1,5497.5,6618.0,65.3,83.71,0.2716,57.0958,42.3647,0.6845,1,43972.74,1005.62,12125.8,153076.43,11196.26,120.0,725
810-10-1710,55.90488134239385,5.7,159917.58,13.2,3,86.5022,2,0,6122.12,0.196,262.0,18084.94,5315.22,5748.37,62.9,30.17,0.0381,70.214,77.6532,0.9117,1,18359.87,6648.58,7701.41,268141.04,134568.96,120.0,759
811-10-1711,68.75353951118159,10.1,153729.76,4.8,1,88.3694,1,1,7368.66,0.0776,59.0,1050.18,13440.76,3494.59,28.0,104.74,0.0288,85.1502,62.1626,0.6385,1,24316.91,5945.36,29542.28,554105.9,164527.3,120.0,744
812-10-1712,44.63237123207303,22.9,58234.67,1.0,6,85.5468,0,0,11753.95,0.9121,216.0,3405.25,1669.92,800.61,80.4,93.81,0.1523,66.4161,86.6152,0.5864,1,16164.0,2519.55,27087.44,3003.62,249528.03,120.0,678
813-10-1713,41.05163728161267,11.1,110475.55,13.4,5,69.8467,2,2,34514.39,0.0435,218.0,3739.56,441.8,22108.26,36.4,83.15,0.5743,79.6914,83.4211,0.3415,0,17571.16,6352.69,20731.79,415841.79,141171.51,120.0,749
814-10-1714,50.33511145342771,35.6,20602.85,11.0,2,85.0471,0,0,4061.45,0.4836,309.0,54112.41,2188.14,1127.33,120.3,65.71,0.303,78.1642,45.7633,0.6018,1,23211.25,1083.11,15233.16,38689.72,96655.92,120.0,756
815-10-1715,43.03316270149997,21.5,54115.48,9.7,4,64.5049,3,0,7227.07,0.3483,236.0,12936.31,11394.28,1737.55,85.9,45.91,0.2028,65.8548,67.6543,0.5562,1,15507.44,3102.1,2123.27,346951.57,153364.86,120.0,710
816-10-1716,52.34571533281259,33.2,18034.84,7.4,4,77.2415,1,0,197646.53,0.5147,58.0,16736.06,357.95,16603.5,42.3,208.34,0.1366,79.0639,45.6474,0.851,0,70289.41,795.31,23899.32,83480.49,104867.59,120.0,714
817-10-1717,37.048069614334814,11.4,131563.49,10.1,4,72.1584,1,0,27377.58,0.2022,365.0,98604.34,10682.46,17997.02,41.4,90.78,0.1463,70.7805,47.6492,0.5735,1,48394.45,5621.97,13459.45,310456.46,21027.15,120.0,788
818-10-1718,34.17082567158291,18.0,21011.28,10.9,0,70.3485,1,1,7369.02,0.4242,190.0,5811.14,3157.49,1012.61,69.7,83.53,0.2182,47.7523,79.7303,0.8322,1,6523.16,1224.16,3884.27,216133.14,13379.08,120.0,697
819-10-1719,53.80668979504104,8.4,44894.09,13.3,6,74.0894,0,1,26899.66,0.1798,137.0,4630.71,6405.13,566.86,65.3,144.61,0.1063,81.3359,87.8492,0.7998,1,40850.56,2633.06,13377.97,2606.39,7058.35,120.0,723
820-10-1720,69.34447745564397,22.1,69634.13,12.7,2,75.4013,0,1,81473.67,0.2459,365.0,2397.31,10660.46,6259.4,52.6,38.33,0.0264,66.2379,72.7718,0.649,1,31896.13,3970.95,10.72,134049.16,23153.51,120.0,754
821-10-1721,54.28361089675859,18.7,106590.25,10.1,0,88.6733,0,0,52179.25,0.2052,347.0,962.96,13695.46,1953.75,32.5,95.45,0.2051,67.6015,66.1535,0.7166,1,33171.49,4010.94,43580.93,307144.99,82492.73,120.0,770
822-10-1722,55.78811431013871,20.9,86601.6,6.5,3,75.0665,0,2,7949.27,0.4159,365.0,3788.37,1156.77,2021.85,56.6,48.48,0.2596,94.4899,86.7158,0.7032,1,41145.19,3477.48,3976.24,361239.17,31092.06,120.0,740
823-10-1723,50.75048946361275,11.9,133265.34,2.2,3,75.5076,1,0,9262.34,0.3172,38.0,19449.21,626.23,106.44,93.7,32.31,0.2532,38.4227,68.1841,0.6439,1,20261.85,8823.27,26779.64,861094.07,35043.59,120.0,728
824-10-1724,51.68823875936525,15.6,105104.76,13.3,2,88.671,0,1,22532.45,0.2871,4.0,11136.29,8579.06,1560.62,12.4,50.83,0.5505,90.5146,23.9531,0.6447,1,31505.33,4569.86,17580.95,21041.92,32953.24,98.075,787
825-10-1725,38.05094883169053,15.2,149635.73,9.7,4,47.0247,0,0,38737.65,0.7056,50.0,87185.57,5479.87,24477.3,72.3,88.72,0.2203,76.6578,51.6531,0.6428,1,16119.58,3854.51,64273.37,18371.71,243256.81,120.0,774
826-10-1726,43.32077441829006,12.0,18000.0,9.5,0,41.2909,1,1,6681.73,0.2589,255.0,8167.96,13001.15,302.51,30.6,13.69,0.1326,93.6337,92.4885,0.5848,1,18093.96,751.92,30120.22,290436.16,14527.43,120.0,685
827-10-1727,63.703370047843975,16.1,42649.48,3.1,2,77.6747,1,0,18027.38,0.4056,1.0,20890.44,2661.89,803.81,83.3,104.04,0.2286,97.3634,94.6958,0.9687,1,27547.31,2163.76,7832.54,2004.75,41461.62,120.0,707
828-10-1728,40.44637270148459,17.5,82121.99,17.8,2,70.5126,0,0,6452.29,0.5006,204.0,9221.35,874.68,6548.36,34.7,72.24,0.1879,70.2484,54.296,0.6246,0,29985.21,4231.48,4118.19,61682.43,20788.97,120.0,750
829-10-1729,46.99887962495268,19.1,180161.55,7.0,3,88.1433,0,1,18443.66,0.3551,365.0,2066.08,3417.26,1041.01,32.4,51.53,0.1253,78.1062,22.6127,0.8607,1,12904.17,7335.54,19184.23,691562.61,75121.57,120.0,761
830-10-1730,63.41822132370662,11.8,42044.16,13.1,1,67.8657,0,1,10675.62,0.4507,95.0,13328.48,9032.95,59805.48,44.1,37.71,0.1334,89.9522,54.7835,0.6827,1,1712.54,2270.58,5014.14,133344.15,10827.64,120.0,747
831-10-1731,51.40871701858157,21.5,236947.71,2.3,4,80.7038,0,0,10884.97,0.3636,108.0,9943.08,2264.37,10085.95,43.0,157.12,0.245,42.8476,37.0356,0.7678,1,183916.91,11294.34,2858.56,138311.77,1793.77,120.0,739
832-10-1732,51.91881320643984,20.8,76660.3,5.7,2,82.187,0,0,37100.14,0.2942,54.0,5792.12,2035.41,3431.06,89.4,46.44,0.0018,74.8504,67.7369,0.3162,0,7285.64,2449.74,2435.21,192775.14,14412.67,120.0,743
833-10-1733,47.065837685671355,19.3,36383.09,3.7,2,76.8189,0,1,47699.4,0.2145,296.0,1598.03,1370.93,2041.66,91.3,10.66,0.0834,62.9925,83.8911,0.3856,1,17428.39,1670.7,18338.86,27908.93,28942.97,120.0,703
834-10-1734,57.45151699015027,22.4,26684.33,11.9,2,90.3474,0,0,24910.82,0.2326,28.0,17495.59,8593.22,15566.86,106.3,35.08,0.249,87.4402,61.0587,0.4909,0,10226.58,1284.29,1870.71,142837.17,23498.81,120.0,762
835-10-1735,60.318799583318864,13.3,100206.01,10.1,5,83.7326,1,0,2144.16,0.229,290.0,430.42,1276.06,9736.66,88.7,179.65,0.0425,77.5226,62.9983,0.5823,0,6957.11,7174.81,6036.66,862116.79,58663.43,120.0,765
836-10-1736,42.90016758323729,7.8,38250.31,7.8,3,71.8184,1,1,9852.32,0.3392,204.0,58794.1,2098.99,11450.41,46.3,57.31,0.076,72.1397,87.1021,0.6563,1,26190.78,2194.34,3558.96,22618.65,18545.9,120.0,719
837-10-1737,38.64855417965556,20.9,49486.42,3.9,4,58.9212,0,1,1803.3,0.2601,41.0,12078.34,378.13,255100.55,57.5,17.44,0.0779,44.8683,87.0976,0.5849,0,28860.23,3032.11,42660.88,166235.65,74815.45,120.0,707
838-10-1738,35.169961732389964,10.8,67066.24,24.5,1,83.3582,0,0,11034.2,0.8131,20.0,3047.86,825.24,5119.11,28.5,71.29,0.1433,86.0899,67.7113,0.741,1,26406.25,3987.96,7165.65,257964.11,50678.83,120.0,732
839-10-1739,55.239793132475256,5.9,68848.36,4.9,4,89.7627,2,0,1090.87,0.1486,79.0,29860.89,6183.46,2297.44,87.0,148.66,0.0935,67.882,52.343,0.8833,1,80543.3,1749.88,11696.04,222753.43,247358.73,120.0,720
840-10-1740,53.96026664460345,10.9,228375.5,7.9,3,76.5015,0,1,3688.51,0.1188,365.0,25803.86,1313.4,15114.81,42.7,112.73,0.1773,46.0703,47.2206,0.9394,0,48905.45,11850.22,24744.25,191005.43,68515.6,120.0,779
841-10-1741,81.16847384481056,15.9,78880.28,24.5,2,86.6579,0,0,10859.85,0.1922,30.0,6165.23,1069.87,1966.83,45.9,63.11,0.1486,47.7461,57.3186,0.7338,1,2992.89,3307.83,26997.71,302450.99,121655.73,120.0,770
842-10-1742,50.80847538266195,28.0,39208.62,7.6,2,87.1043,2,0,13727.5,0.3076,145.0,32189.26,3946.81,5314.6,49.0,37.51,0.1748,62.5831,73.9282,0.8928,1,28751.01,2238.52,4595.38,528253.53,14865.14,120.0,732
843-10-1743,49.040829498887646,17.6,35507.69,19.7,2,56.7568,0,0,25686.46,0.0079,305.0,5466.28,2934.71,1785.18,107.0,45.88,0.1988,68.9125,46.0418,0.8562,0,10540.1,1458.75,8627.87,44889.35,39395.42,120.0,736
844-10-1744,52.69204798610826,22.3,192349.78,11.0,6,70.1705,0,1,8278.8,0.3118,1.0,3246.36,1673.83,5141.79,37.0,19.57,0.1222,48.8532,32.2716,0.7269,1,2724.1,11406.9,7148.87,171041.71,18954.74,103.9094,765
845-10-1745,53.25660401306962,20.6,41737.35,18.1,4,88.3933,0,3,48724.74,0.3457,365.0,11085.49,2381.84,1803.08,88.5,52.21,0.0253,82.2753,83.5513,0.6836,1,23087.84,1931.0,68006.38,291928.72,4501.27,120.0,748
846-10-1746,48.3161801948794,17.1,90159.16,18.5,4,91.5317,2,0,6602.85,0.3264,205.0,2468.43,7018.82,31.06,89.2,50.28,0.3012,72.9835,57.4438,0.6022,1,19827.69,4079.53,1219.12,143146.54,1988.58,120.0,753
847-10-1747,43.15170583965664,12.8,68496.62,4.5,1,83.8816,1,0,36143.67,0.4887,57.0,36532.31,4481.18,14455.06,36.4,103.41,0.3081,79.7439,63.6398,0.5014,1,10612.3,3597.49,5833.19,209234.06,143137.64,120.0,734
848-10-1748,50.27691276270422,8.4,80371.59,33.1,5,65.3945,1,0,21742.71,0.399,25.0,10082.71,2624.6,2070.87,42.0,15.45,0.1184,92.3908,74.5892,0.8427,1,7911.88,1780.56,11514.2,2487.15,9341.33,38.8876,773
849-10-1749,49.9107355753241,37.8,159340.81,19.7,2,89.0023,1,0,6850.93,0.5342,44.0,12731.34,6835.5,18791.67,22.2,40.28,0.08,30.4933,41.5644,0.7103,0,19088.25,8459.59,43219.54,433057.97,2656.1,120.0,769
850-10-1750,49.755412700412066,11.1,72978.67,8.6,3,53.5729,2,0,17691.58,0.5636,27.0,2353.55,1562.36,2375.47,36.3,90.11,0.2159,85.3843,78.4616,0.8824,0,32930.6,5100.67,40705.69,382522.76,5498.09,120.0,699
851-10-1751,58.699787413969744,12.6,106110.73,17.3,2,83.4885,2,0,47311.6,0.1871,142.0,1579.61,4456.85,61.69,56.7,31.92,0.1893,84.0841,52.7891,0.6448,1,4952.91,5635.02,8520.12,78534.4,28809.24,113.8591,763
852-10-1752,50.101541758954795,13.8,74162.97,7.9,4,71.1691,1,0,35372.22,0.194,365.0,6168.06,2801.51,2801.68,73.3,33.72,0.3449,89.6698,63.1528,0.6982,1,11831.37,3155.67,12588.18,97557.55,15298.21,120.0,740
853-10-1753,38.79079304536251,10.9,43586.77,17.5,0,85.8086,2,0,31326.35,0.0837,321.0,10914.47,2598.35,321.89,52.7,102.33,0.0648,94.4837,61.5351,0.6965,0,78930.46,1925.71,25524.9,164511.69,50462.84,120.0,727
854-10-1754,44.391826035418305,18.8,84612.94,8.0,1,74.4466,0,2,8104.15,0.3082,61.0,30232.94,2477.98,2704.03,71.9,93.07,0.2016,86.7794,93.7261,0.6409,1,45956.35,4288.96,7092.67,15342.64,129675.86,120.0,761
855-10-1755,48.202798746909814,11.0,37963.46,16.2,2,91.9414,0,1,7509.36,0.5553,92.0,20841.51,1069.13,1270.66,32.8,15.24,0.2745,64.4119,85.3212,0.6758,1,15449.29,1266.4,12192.46,23296.3,19321.9,120.0,746
856-10-1756,50.55826903887096,12.5,26515.08,10.6,5,91.3737,2,0,7546.1,0.3872,10.0,5468.5,8000.17,2074.05,76.2,34.54,0.1902,47.5287,73.1579,0.5529,1,7411.49,1473.27,2618.99,26394.29,83962.79,120.0,721
857-10-1757,55.475538383513964,10.6,89956.79,17.2,4,98.4512,0,0,6787.86,0.1223,255.0,22129.52,4437.25,850.67,22.5,65.37,0.1915,70.1378,85.6835,0.4891,1,8875.48,4107.08,13389.34,176261.81,2714.88,120.0,786
858-10-1758,50.63588373928356,12.4,82851.99,8.8,3,73.8204,0,0,11091.76,0.632,72.0,9720.27,4305.13,1091.34,16.6,119.3,0.1707,72.8191,83.4843,0.6503,1,26805.76,3958.97,6342.91,65253.54,300000.0,120.0,741
859-10-1759,34.28465563638274,7.6,77106.37,15.9,4,69.8652,0,1,3326.71,0.3646,107.0,6854.23,10227.45,2773.45,49.3,68.83,0.2227,73.5756,87.8707,0.7328,1,39583.33,4605.79,25955.36,128569.98,233364.38,120.0,732
860-10-1760,39.55059778655346,6.6,58918.36,10.4,4,71.0279,0,1,1645.04,0.4124,124.0,1383.6,4021.56,8664.65,76.6,68.8,0.2218,83.3638,83.8686,0.693,0,62986.5,3176.15,24214.88,300006.6,2199.63,120.0,721
861-10-1761,56.24533741409366,31.0,56921.79,12.1,0,58.9785,0,3,12891.9,0.1947,243.0,9511.72,2285.0,4644.12,33.6,177.64,0.2139,76.771,51.5239,0.5072,0,77360.82,3703.14,5076.62,87166.68,9589.75,120.0,726
862-10-1762,47.95392254988941,22.4,28045.27,5.3,2,93.3716,2,1,56035.49,0.6633,365.0,6676.98,1326.4,10204.3,78.0,92.04,0.1088,79.2035,82.2781,0.6654,1,104277.82,952.04,21008.43,250479.81,11458.56,120.0,695
863-10-1763,66.94104126558685,28.6,18000.0,8.5,1,90.6108,2,0,15862.3,0.2852,50.0,12006.23,1319.21,927.14,30.6,40.74,0.4006,71.2042,71.1505,0.4695,1,189358.77,1180.37,2819.35,463548.06,19676.28,120.0,713
864-10-1764,51.47885144572855,29.8,111465.34,18.9,2,84.6008,0,0,23694.72,0.1686,29.0,6144.64,10244.06,1491.96,40.0,82.67,0.1793,75.9257,80.3516,0.8547,1,33900.59,6016.02,32102.47,5322.1,14371.27,76.8817,802
865-10-1765,46.80956937491399,9.0,110420.76,8.5,1,87.1756,2,2,15630.64,0.1674,20.0,4660.78,17230.85,3053.63,67.0,29.8,0.1815,93.0975,51.3143,0.4823,1,3053.01,4098.52,2704.38,166723.53,19590.48,120.0,745
866-10-1766,44.358316700912745,28.0,50229.87,10.6,1,67.86,0,1,19706.23,0.4044,159.0,10479.48,1297.39,1675.1,31.8,27.14,0.3489,48.1433,85.2224,0.249,0,159428.6,1559.88,6819.2,340337.03,8105.84,120.0,734
867-10-1767,47.126960901583466,24.3,167756.08,9.1,1,86.4684,2,3,9824.99,0.3896,66.0,11240.74,2113.21,3603.95,91.7,108.08,0.4289,98.4853,79.6182,0.5015,1,27832.82,11025.86,7982.99,59754.61,4229.67,59.4912,782
868-10-1768,51.599222135375825,12.3,84962.6,11.6,2,95.384,0,2,6269.2,0.3523,56.0,8442.35,1940.27,389.94,48.4,89.08,0.2673,39.773,39.9626,0.4365,1,4778.97,5780.94,35857.91,76857.39,69655.02,120.0,765
869-10-1769,50.02985405968866,17.5,75852.33,4.3,0,56.9227,0,2,35825.27,0.2319,180.0,10225.32,1052.66,24819.5,35.5,231.67,0.1296,71.0746,83.8404,0.5911,0,3838.79,5466.48,11938.51,109436.55,3194.28,120.0,706
870-10-1770,60.23447295612601,22.0,245795.02,8.1,3,61.7278,1,0,14684.25,0.6064,365.0,5058.86,4027.12,12212.14,25.1,94.64,0.2987,64.2076,92.5652,0.7692,0,24854.12,15445.55,11652.44,192154.2,1069.15,93.464,750
871-10-1771,37.54456600029059,19.7,24872.7,9.9,3,88.9885,0,0,13236.55,0.2212,293.0,5873.6,1614.1,2142.34,41.8,27.21,0.1211,88.7772,82.4525,0.3461,1,10440.99,1257.63,37488.73,223640.82,9850.61,120.0,742
872-10-1772,38.388853321323,13.8,57928.01,3.1,0,69.7808,0,1,49686.55,0.0301,51.0,14232.13,24998.38,10165.55,59.8,82.98,0.1863,68.2187,65.0771,0.5776,0,49825.98,3860.63,8559.54,578758.7,12450.69,120.0,707
873-10-1773,47.847890993961116,16.0,32976.85,29.9,3,59.8485,1,0,11330.26,0.5099,365.0,26955.62,4607.77,8977.27,44.4,23.01,0.2636,70.7713,64.7023,0.8452,1,5435.6,2098.93,12538.75,25877.37,18371.01,120.0,724
874-10-1774,55.60381216616992,18.5,46286.29,13.3,1,76.4682,0,1,16315.62,0.4738,262.0,12063.88,2682.29,12639.42,66.1,65.3,0.1028,67.9369,70.0117,0.2534,1,14464.58,1939.9,11630.7,44682.14,5734.01,120.0,747
875-10-1775,58.02937218873285,12.1,57119.94,15.0,2,92.3288,1,0,4188.3,0.0955,83.0,10876.8,7497.1,8388.35,41.3,277.87,0.1918,71.3592,56.6328,0.4238,1,36009.02,4333.03,41040.91,229409.18,10626.43,120.0,758
876-10-1776,44.677220235744066,19.5,58039.39,16.2,1,80.6193,2,2,16598.04,0.2037,18.0,10841.77,6256.95,2045.09,74.7,55.08,0.3748,67.4918,60.3983,0.7805,1,27905.77,2502.36,50428.2,190588.03,58095.54,120.0,734
877-10-1777,30.73478543519855,10.1,28243.66,12.5,5,75.2761,0,1,20815.38,0.2529,37.0,12169.18,2519.99,1035.7,92.8,35.21,0.4548,56.6222,78.5335,0.5526,0,240932.63,1376.08,26917.25,390.29,28228.74,120.0,727
878-10-1778,44.94075727075967,28.4,62793.58,27.5,2,76.5489,0,1,15949.47,0.4092,215.0,895.77,2674.91,1682.46,57.3,175.68,0.0821,52.7402,60.9845,0.7317,1,36984.79,2539.33,21939.18,5448.83,10863.08,119.8146,743
879-10-1779,53.99443615614355,23.7,33609.75,6.8,3,72.1632,1,1,21455.4,0.2066,365.0,52458.87,17837.72,17205.24,50.9,81.73,0.2056,66.8925,44.4824,0.634,1,34066.54,2324.36,47946.91,216481.3,19846.46,120.0,733
880-10-1780,49.850228995347265,22.2,138365.45,3.4,3,61.3196,2,0,4207.94,0.7306,37.0,2032.89,1148.09,8603.96,48.7,41.82,0.0664,84.9859,65.9234,0.8548,1,19659.31,7088.22,31812.02,201954.8,19848.11,120.0,701
881-10-1781,56.01806653624073,17.9,102250.11,7.9,2,81.3337,0,1,12585.5,0.3765,365.0,41014.67,1330.2,1165.01,58.8,15.05,0.1558,72.9323,37.4875,0.3917,1,94148.94,1106.34,39407.11,65087.64,42450.36,120.0,786
882-10-1782,63.214027145735045,16.6,76170.56,18.6,4,86.959,0,0,6162.48,0.3192,31.0,3787.79,542.25,4883.55,51.6,107.84,0.3257,94.9246,88.1851,0.6154,1,13655.8,3647.21,6363.92,526125.25,52533.98,120.0,769
883-10-1783,48.47172983126068,24.2,42910.68,3.6,2,90.846,0,2,51742.2,0.3085,365.0,122965.69,5075.77,600.53,33.5,80.34,0.183,65.929,67.6771,0.5454,1,7874.64,2221.82,12714.02,118356.64,300000.0,120.0,730
884-10-1784,45.85027448617281,8.0,66724.69,9.8,1,50.9113,2,1,4521.41,0.4528,210.0,2477.01,2193.44,782.22,50.0,39.69,0.3977,41.7046,65.3805,0.8385,1,800.86,4166.91,156.85,140127.67,143169.46,120.0,690
885-10-1785,42.09004933799897,9.5,98200.85,6.4,5,80.0032,1,0,8819.01,0.5447,27.0,5907.76,13137.56,2807.78,41.2,66.25,0.0762,60.6949,92.5981,0.4783,0,15202.21,4261.64,9322.58,139931.59,15480.37,120.0,723
886-10-1786,38.352437740421415,19.8,47180.77,18.5,0,85.1126,1,0,11991.58,0.1178,57.0,17622.0,3384.02,129.04,34.2,32.69,0.2678,80.3351,83.3175,0.4265,1,26401.91,1367.37,1586.02,21000.99,19137.03,120.0,742
887-10-1787,36.65104983643163,14.5,19672.94,17.3,2,58.5847,0,1,22574.63,0.6349,202.0,2264.88,1622.5,2341.86,36.1,54.66,0.1096,45.7638,56.4946,0.5025,1,15953.78,729.2,10242.38,31957.11,275.55,120.0,701
888-10-1788,43.88192134680195,10.9,99050.02,3.2,1,97.1496,1,1,4930.34,0.4224,275.0,31097.13,2609.49,73.24,43.6,28.11,0.1931,97.9978,74.3356,0.7457,0,6724.78,5135.93,7501.03,242368.3,44109.53,120.0,741
889-10-1789,61.308603349654405,25.1,86749.56,2.2,1,92.4139,2,2,21765.36,0.0895,139.0,414.49,3833.18,1121.61,45.7,45.05,0.3114,77.3391,72.9875,0.7415,1,12097.09,2954.47,3987.52,76713.92,29347.07,120.0,713
890-10-1790,57.112472966624466,15.8,74969.59,9.9,3,89.5411,5,0,13488.3,0.2185,233.0,7807.53,1760.89,2320.79,28.7,168.0,0.2784,44.9084,47.465,0.7791,1,7525.14,2750.7,10622.95,97127.37,20361.03,120.0,717
891-10-1791,45.45357004669271,17.5,35201.72,10.1,3,88.7914,0,0,2570.81,0.1443,191.0,2130.45,3094.85,1903.38,28.1,55.89,0.054,46.3393,89.2293,0.4876,1,9110.71,2028.72,10302.67,196110.33,54533.41,120.0,741
