tax_id,annual_income,savings_balance,payment_history,age,avg_monthly_transactions,avg_transaction_value,digital_banking_score,mobile_banking_usage,online_transactions_ratio,e_statement_enrolled,checking_balance,digital_activity_score,monthly_digital_transactions,customer_category
214-13-3814,18000.0,18914.28,66.7955,45.75988028932899,29.6,81.97,85.2758,84.6928,0.7907,1,9698.13,83.24,23.4,Regular
215-13-3815,58837.02,16148.43,62.18,57.73065683448324,86.9,89.24,89.4739,89.5335,0.6997,0,2676.09,83.64,60.8,Preferred
216-13-3816,101940.49,22011.22,75.5738,39.06840706772031,46.5,36.17,95.1208,85.3039,0.6863,1,6321.12,84.23,31.9,Preferred
217-13-3817,63391.29,9026.96,64.6819,43.33164439665484,58.8,45.53,89.2957,69.7562,0.9399,1,5732.35,84.84,55.3,Regular
218-13-3818,43115.77,10973.49,57.4419,48.633232612167454,33.4,37.32,81.6773,88.7227,0.9237,1,6242.74,87.0,30.9,Regular
219-13-3819,129279.87,11327.35,87.2357,68.35383482800655,25.7,95.89,67.0612,83.8677,0.7918,1,1450.61,75.74,20.3,Preferred
221-13-3821,194715.47,89741.63,91.6673,50.756496774982864,63.9,26.31,70.8916,57.5338,0.6086,1,2245.83,63.87,38.9,VIP
222-13-3822,51692.91,9868.61,73.8771,45.24310373884124,34.2,98.48,91.6666,26.2382,0.5843,1,234.32,62.07,20.0,Preferred
223-13-3823,50427.69,9977.24,78.6395,33.49051300085171,40.1,36.07,58.2833,64.7404,0.9396,1,4438.13,70.92,37.7,Regular
224-13-3824,99676.08,21068.26,98.4948,74.46941626897063,82.5,29.24,69.3137,75.4367,0.5725,1,6696.37,67.53,47.2,Preferred
226-13-3826,64035.33,7731.04,53.0223,43.32423757883421,33.9,71.62,79.8444,45.7504,0.8726,0,1016.09,71.84,29.6,Regular
227-13-3827,89313.32,217.59,65.7469,77.89760439313241,38.1,33.73,71.6015,55.4747,0.7501,1,5438.43,67.79,28.6,Regular
228-13-3828,25393.2,46990.51,98.4523,39.3643147281976,101.1,46.6,66.2879,97.6639,0.6361,0,888.41,74.9,64.3,Preferred
229-13-3829,91950.4,7246.94,89.1438,64.35235768514205,54.9,49.27,96.3031,40.781,0.4201,1,700.06,63.36,23.1,Preferred
230-13-3830,18299.66,15676.46,62.4769,50.14236919445685,91.6,12.84,69.1853,81.4423,0.8168,1,9563.15,76.61,74.8,Regular
231-13-3831,59331.82,2229.65,77.8847,57.70996519017963,51.9,97.81,98.1492,70.6357,0.8096,1,3618.16,84.74,42.0,Preferred
232-13-3832,46649.6,84230.33,78.5421,55.57078641380454,22.3,23.46,89.7143,41.1777,0.6634,1,3881.67,68.14,14.8,Preferred
233-13-3833,23912.33,7840.1,79.7233,57.53748402563375,60.9,88.98,84.6727,90.6096,0.76,1,3098.08,83.85,46.3,Preferred
234-13-3834,195635.73,3653.75,81.209,79.65982387390032,56.0,26.98,81.819,97.955,0.7041,1,4738.25,83.24,39.4,Preferred
237-13-3837,66130.4,30680.33,25.1634,55.1434465202023,38.0,31.62,81.8603,62.756,0.7041,1,6345.68,72.69,26.8,Regular
238-13-3838,341385.41,2111.49,90.2955,36.11810617815459,40.0,90.67,87.0626,74.6624,0.6505,1,2116.89,76.74,26.0,Preferred
239-13-3839,29828.96,9520.47,75.076,58.81828411684916,5.7,13.43,76.89,50.2743,0.5417,1,6412.93,62.09,3.1,Regular
240-13-3840,94898.91,3200.1,59.3266,61.68341943022615,57.6,73.6,74.0013,57.4142,0.4745,1,4568.97,61.06,27.3,Preferred
241-13-3841,31565.48,4083.21,67.8378,33.67404043012253,34.7,74.73,73.4162,92.1233,0.7926,1,518.51,80.78,27.5,Regular
244-13-3844,53396.86,16182.57,53.4656,53.56549528661898,70.6,195.37,79.1631,81.1558,0.8565,0,4570.66,81.71,60.5,Regular
245-13-3845,66883.39,8462.79,94.0021,39.49880159845296,54.1,111.95,61.4302,58.2448,0.8457,1,4905.05,67.42,45.8,Preferred
246-13-3846,150850.05,1012.79,76.3483,40.22113071360826,98.6,34.98,65.7226,45.6132,0.5081,1,1906.93,55.22,50.1,Preferred
247-13-3847,21338.2,9672.96,84.5267,48.66195794408512,48.2,51.19,83.2132,80.3867,0.769,1,4284.61,80.47,37.1,Regular
248-13-3848,196765.07,14789.95,65.9476,46.02383431407021,78.9,52.02,74.9495,68.6159,0.7092,1,3523.87,71.84,56.0,Preferred
249-13-3849,18000.0,49960.42,91.8365,46.82639901660778,30.3,64.71,78.3411,67.295,0.9497,1,352.85,80.02,28.8,Preferred
250-13-3850,75309.2,3329.59,63.0063,38.576704929043146,27.8,20.44,47.3192,36.6539,0.6336,0,9047.34,48.93,17.6,Regular
251-13-3851,62458.71,12920.89,79.2309,50.30860215556136,59.1,46.19,45.453,59.5483,0.7996,1,6051.95,60.03,47.3,Regular
252-13-3852,54615.18,2809.55,94.3317,68.47663249481334,73.2,100.08,56.3164,54.5458,0.4196,1,1164.27,51.48,30.7,Preferred
254-13-3854,86273.56,27622.24,75.0452,47.89558176502247,33.2,70.81,89.9073,51.7044,0.3228,1,3339.26,61.16,10.7,Preferred
255-13-3855,82718.66,2017.02,68.4244,56.35133724747269,64.2,16.97,63.3698,58.415,0.4928,0,4594.05,57.66,31.6,Regular
256-13-3856,52803.18,7422.43,50.4456,37.05168838750613,72.0,20.49,89.3086,93.7852,0.6038,1,9406.46,81.97,43.5,Regular
257-13-3857,97957.27,1876.75,65.5301,50.40623984426139,83.9,22.56,83.2818,28.9556,0.8456,0,2011.04,67.37,70.9,Regular
258-13-3858,50984.69,924.7,90.8431,61.27569479294846,37.9,52.09,67.7005,83.8827,0.6322,1,6644.71,71.21,24.0,Regular
259-13-3859,63921.98,12860.55,77.2915,41.21870020880509,71.8,72.76,89.9423,38.6073,0.5953,0,3193.36,65.42,42.7,Preferred
261-13-3861,137401.92,13252.05,70.5116,60.313991505403024,48.4,19.7,80.0815,60.1527,0.3666,1,1049.89,61.08,17.7,Preferred
263-13-3863,29216.3,20560.78,81.4653,50.83527247098468,58.0,44.96,58.8654,43.8939,0.8934,1,11195.82,63.52,51.8,Regular
264-13-3864,80693.28,26072.66,67.6248,43.505168021294494,58.5,93.27,40.1064,66.1221,0.5485,1,2638.27,52.33,32.1,Regular
265-13-3865,82705.39,2360.47,51.9581,35.2700803079085,69.3,95.77,77.6222,84.2612,0.1662,1,8904.37,61.31,11.5,Regular
266-13-3866,206349.9,23817.19,43.4127,43.57101635992128,45.8,74.66,60.6689,63.4057,0.7145,1,1734.47,64.72,32.7,Preferred
267-13-3867,104297.18,2687.21,64.9631,38.20744368883545,38.9,20.08,50.5526,47.5472,0.9059,1,6574.64,61.66,35.2,Regular
268-13-3868,38602.21,13239.6,49.4228,69.76904265851965,41.3,145.49,81.6901,35.6048,0.4507,1,1601.0,56.88,18.6,Regular
269-13-3869,45833.08,5779.32,36.7247,59.52640240821948,62.4,139.03,91.5983,62.4006,0.7611,1,583.42,78.19,47.5,Regular
273-13-3873,41470.16,1959.34,85.7564,61.17524420244998,51.2,28.08,57.5847,39.715,0.8647,1,5212.29,60.89,44.3,Regular
274-13-3874,34691.8,21477.87,90.4203,55.17147309975938,51.3,28.04,50.0061,67.927,0.938,1,20840.1,68.52,48.1,Regular
275-13-3875,175599.4,6185.43,82.4273,54.08386440926866,40.9,42.94,61.5455,54.1332,0.6174,1,1560.88,59.38,25.3,Preferred
276-13-3876,18000.0,1372.65,85.7762,52.01672975441942,32.8,33.91,86.6948,43.8597,0.355,1,1815.15,58.49,11.6,Regular
277-13-3877,24631.63,3758.67,25.2645,40.59074058864937,85.9,36.43,83.956,34.5747,0.82,1,8677.68,68.55,70.4,Regular
278-13-3878,318278.63,12600.68,52.1084,50.80103594270011,54.7,107.56,76.6518,51.8762,0.5194,1,2669.3,61.81,28.4,Preferred
279-13-3879,119235.83,6195.47,78.6927,49.61070586655438,83.1,79.36,85.9434,95.26,0.4365,1,952.94,76.05,36.3,Preferred
280-13-3880,74170.76,20464.3,86.0356,38.119003667116566,25.5,25.11,67.863,49.6062,0.8264,1,16864.19,66.82,21.1,Regular
282-13-3882,39750.47,3889.8,77.5922,44.56505600326587,49.4,50.13,83.4647,73.7649,0.627,0,949.56,74.33,31.0,Regular
283-13-3883,24501.63,24811.16,45.5966,38.28947806645728,19.3,100.02,69.0725,77.1681,0.6608,1,2806.31,70.6,12.8,Regular
284-13-3884,77447.28,18076.73,80.9459,45.91397573334012,76.0,55.75,56.302,67.1584,0.4343,1,20507.37,55.7,33.0,Preferred
286-13-3886,36860.28,5458.46,82.1317,49.3225716126221,55.8,21.53,56.567,70.597,0.6207,1,502.05,62.43,34.6,Regular
287-13-3887,18000.0,5086.96,77.8159,47.39224196045093,53.0,26.67,82.7052,42.8599,0.2872,1,1565.06,54.56,15.2,Regular
290-13-3890,107188.41,1722.37,84.8937,50.968108651057975,41.7,34.16,69.0342,68.2081,0.7706,1,2078.06,71.19,32.1,Preferred
291-13-3891,53586.23,20269.86,80.173,54.00323374582226,47.0,61.76,67.5938,74.6917,0.9708,1,2221.08,78.57,45.6,Regular
292-13-3892,18000.0,11521.72,65.9967,54.65312700790971,54.2,55.12,67.2793,62.5114,0.6219,1,2835.09,64.32,33.7,Regular
293-13-3893,25397.25,4587.07,43.4393,54.931873618321305,51.7,122.22,74.9413,82.2332,0.7673,1,3507.93,77.67,39.7,Regular
294-13-3894,147282.01,68736.02,88.4493,57.68666830525782,50.3,39.89,69.1287,61.0627,0.5,1,1282.1,60.97,25.2,VIP
296-13-3896,97730.31,1194.51,39.4084,43.96735482758176,119.5,80.81,92.1666,76.8677,0.4328,1,28007.55,72.91,51.7,Preferred
297-13-3897,29293.75,10281.52,74.2625,61.23643133732945,49.6,139.05,54.2101,89.9717,0.6385,1,1495.82,67.83,31.7,Regular
298-13-3898,27301.67,73206.42,62.1741,46.17144489200281,41.0,31.13,48.0535,80.9021,0.6038,1,2458.1,61.61,24.8,Regular
299-13-3899,214940.22,8611.36,72.0355,48.79763469489996,49.2,176.18,84.9918,57.6274,0.2901,0,15468.83,59.99,14.3,Preferred
300-13-3900,220577.44,19867.94,87.1306,47.97322794460696,101.0,28.07,84.2472,77.7009,0.8505,1,1601.4,82.52,85.9,Preferred
301-13-3901,67122.09,145505.47,61.0555,77.87883994007542,39.9,99.99,95.132,55.0506,0.6821,1,4319.18,75.03,27.2,VIP
302-13-3902,42649.22,9770.28,60.1551,42.35516732452172,26.6,107.93,65.7606,90.42,0.8648,1,9839.49,79.37,23.0,Regular
303-13-3903,123307.05,3556.56,72.7159,42.21607394177602,27.3,137.45,85.5972,88.4468,0.5586,1,5065.3,77.53,15.2,Preferred
304-13-3904,19816.66,44126.46,81.7873,49.89364228820452,66.4,74.89,58.5919,64.4513,0.627,1,5388.98,61.58,41.6,Preferred
305-13-3905,139820.67,9482.36,83.4533,48.22944409838109,39.8,61.2,96.8854,47.8425,0.8864,1,1534.59,79.7,35.3,Preferred
307-13-3907,89901.37,2560.3,96.5811,49.10744081260518,61.9,164.88,60.0781,62.3362,0.4389,1,5083.39,55.9,27.2,Preferred
308-13-3908,26530.3,5994.98,88.7282,50.1572720081118,26.0,34.3,61.8966,95.1154,0.8723,1,8411.12,79.46,22.7,Regular
309-13-3909,174071.23,4061.33,62.5988,45.31528357709104,15.2,49.52,69.6783,69.8009,0.5361,1,1196.7,64.89,8.1,Regular
310-13-3910,74527.11,5058.62,83.7558,48.54685840994876,30.1,92.74,22.5318,34.4321,0.4448,1,1523.44,32.69,13.4,Regular
311-13-3911,54271.97,11011.21,53.4772,43.06522265181319,60.7,128.51,83.3473,79.1349,0.4921,1,8480.11,71.84,29.9,Regular
312-13-3912,30384.61,14636.1,79.3863,40.17097820700564,32.8,40.11,62.9061,74.511,0.6493,1,2197.93,66.99,21.3,Regular
314-13-3914,134237.92,14080.4,50.5516,41.20616707374298,31.2,24.87,78.9031,85.8957,0.5528,1,6903.81,73.91,17.2,Preferred
315-13-3915,56764.72,7596.4,85.2073,38.86620792853077,38.1,197.96,55.0913,83.8714,0.7954,1,5366.65,71.06,30.3,Regular
316-13-3916,56351.12,40799.86,81.074,35.06141607311969,108.1,33.8,82.6897,53.4498,0.6048,1,7779.35,67.25,65.4,Preferred
318-13-3918,18000.0,21570.44,91.8641,45.82314719652474,28.5,16.84,81.2895,43.919,0.7154,1,15735.25,67.15,20.4,Regular
319-13-3919,58957.41,2525.23,80.6311,61.31491187731489,94.1,114.32,72.7142,80.8982,0.7652,1,1054.72,76.31,72.0,Preferred
320-13-3920,59602.82,26412.5,77.7681,34.412504426032015,104.6,25.27,66.0528,48.2179,0.7641,1,4561.97,63.81,79.9,Regular
321-13-3921,170519.8,10984.22,57.1467,46.51955434919394,71.0,72.66,31.5379,80.5228,0.3911,1,1820.01,48.5,27.8,Preferred
323-13-3923,25591.77,17851.52,95.9283,44.16929797486212,47.5,71.1,77.1499,59.641,0.583,1,1280.78,66.24,27.7,Preferred
324-13-3924,45460.68,8927.23,68.6087,49.5971186375805,77.3,130.43,48.7177,86.5849,0.7248,1,564.81,67.21,56.0,Regular
328-13-3928,58199.34,10905.63,77.9816,59.95355189559192,105.3,59.97,95.6481,86.1816,0.485,0,4504.34,78.66,51.1,Preferred
329-13-3929,87146.9,178491.7,88.9283,51.48681533256592,32.7,233.12,54.28,84.152,0.8951,1,1418.75,73.81,29.3,VIP
330-13-3930,43944.13,6897.45,85.4563,58.16141182591152,53.7,60.98,63.0819,51.4589,0.8461,1,824.78,66.05,45.4,Regular
331-13-3931,43523.54,8300.94,76.8583,62.7623739365439,101.5,272.25,88.7772,57.8986,0.7863,1,3005.08,76.47,79.8,Preferred
332-13-3932,31404.76,25655.76,51.197,45.294159095335885,42.4,37.98,54.5344,67.5566,0.6882,1,1630.02,62.73,29.2,Regular
333-13-3933,175565.5,204445.6,78.8446,51.061573699062166,23.3,57.65,84.0719,71.1489,0.7467,1,2238.99,77.37,17.4,VIP
334-13-3934,90602.76,13091.29,67.5609,40.553286678312304,41.9,77.17,69.7033,82.772,0.6131,1,13868.72,71.11,25.7,Preferred
335-13-3935,30439.56,33285.6,82.9924,53.6625955756008,53.4,39.36,61.3112,81.7987,0.8748,1,1321.67,75.31,46.7,Regular
336-13-3936,98113.47,5763.69,91.6409,55.19966087025315,63.9,39.77,65.5979,84.929,0.4593,1,3317.44,65.5,29.3,Preferred
337-13-3937,115651.36,61088.42,90.785,52.93635900100879,45.0,142.76,84.7538,26.2011,0.8847,1,2974.62,68.3,39.8,VIP
339-13-3939,72911.29,24155.85,75.8749,70.86599107348974,70.8,28.69,84.7387,77.5933,0.4682,1,2959.93,71.22,33.1,Preferred
340-13-3940,67487.26,2610.52,57.7422,50.13196711577878,49.1,86.67,73.7286,82.9877,0.9793,1,587.62,83.77,48.1,Regular
341-13-3941,31194.22,14837.47,80.6387,85.0,65.9,154.02,87.1202,55.6442,0.6731,0,2906.72,71.73,44.4,Preferred
342-13-3942,152078.5,26632.1,64.6855,40.59354213900829,50.3,109.23,69.962,87.9858,0.7873,1,3723.66,78.0,39.6,Preferred
343-13-3943,95481.83,5435.54,82.5501,56.248473913419005,57.7,71.55,69.001,65.0168,0.7159,1,9735.97,68.58,41.3,Preferred
344-13-3944,119638.86,2023.04,90.5373,60.33331803347755,38.9,99.29,72.0868,29.6404,0.8825,1,2717.57,64.2,34.3,Preferred
345-13-3945,18000.0,21933.37,91.8749,40.72818888643485,42.6,55.75,87.4375,84.7527,0.8543,1,1771.73,86.03,36.4,Regular
346-13-3946,116961.85,40461.19,82.6021,47.54790588600488,91.1,22.7,52.9735,97.7364,0.8139,1,2138.17,74.93,74.1,Preferred
347-13-3947,60934.2,16191.51,80.2188,38.16530496050542,147.9,66.85,86.561,33.4501,0.579,1,2984.96,62.03,85.6,Preferred
348-13-3948,106867.04,6192.46,74.4051,63.288152743592725,39.9,47.62,24.356,77.8979,0.7622,1,6436.89,55.98,30.4,Regular
351-13-3951,37934.06,176291.12,93.9922,60.50031672858141,61.4,34.81,87.0333,43.4726,0.6606,1,2709.91,67.67,40.6,VIP
352-13-3952,134088.56,2163.61,87.1862,49.86981866163476,89.1,100.98,72.0112,67.3825,0.9588,0,30479.24,77.78,85.4,Preferred
353-13-3953,51881.05,1705.09,76.2269,58.7182731585262,66.3,25.43,69.7775,67.1196,0.5228,1,5056.61,63.73,34.7,Regular
355-13-3955,73747.54,2482.28,94.161,41.43939095245058,59.3,43.2,54.4726,79.9737,0.3674,1,5707.67,56.8,21.8,Regular
356-13-3956,223981.19,4876.72,66.2611,45.00782415092099,27.1,27.86,74.6768,53.3271,0.5213,1,3287.19,61.51,14.1,Regular
358-13-3958,27474.19,3355.3,92.0078,40.12675873118975,35.7,93.95,58.0938,46.879,0.6123,1,2581.23,55.67,21.9,Regular
360-13-3960,54542.79,80506.59,80.5234,74.18961984584469,24.1,120.52,55.3728,62.7337,0.7855,1,2936.12,64.53,18.9,Preferred
361-13-3961,39227.27,3514.81,89.8833,52.74407489191489,45.3,75.21,60.0885,81.7642,0.5359,1,1895.18,64.64,24.3,Regular
362-13-3962,142943.5,7263.7,54.7206,54.2670580851193,71.6,44.53,62.0159,78.7921,0.6741,1,738.68,68.67,48.3,Preferred
365-13-3965,52600.91,4363.21,56.0801,38.61470194323197,56.2,320.69,39.3415,51.642,0.7381,1,4667.18,53.37,41.5,Regular
366-13-3966,23075.77,3478.42,81.0412,57.63235232996431,84.6,86.19,86.8997,72.4443,0.5637,1,3158.58,73.4,47.7,Preferred
367-13-3967,78658.84,4294.34,72.4289,39.62573440226079,129.8,21.06,54.3082,85.1986,0.7807,1,1088.65,70.7,101.3,Regular
369-13-3969,53763.33,1284.23,86.5817,37.64636771831292,15.2,124.25,42.7408,76.2516,0.5622,1,21804.48,56.84,8.5,Regular
370-13-3970,38526.25,20483.54,82.2209,39.15351709619539,93.5,88.24,77.4288,81.2068,0.8457,1,2403.54,80.7,79.1,Preferred
371-13-3971,150219.68,10780.31,54.7967,44.12073364526103,37.3,18.71,94.5905,64.3406,0.8003,1,1565.01,81.15,29.9,Preferred
372-13-3972,87340.65,37423.66,78.8751,56.90147888019021,100.8,18.98,63.2557,87.8005,0.4559,0,672.62,65.32,46.0,Preferred
373-13-3973,42617.68,30709.52,87.0702,68.62560372869225,56.1,36.07,73.8874,81.2596,0.4818,0,2221.49,68.39,27.0,Regular
374-13-3974,79123.28,7830.58,74.0332,54.24961017302545,58.3,24.83,80.0902,37.8124,0.746,0,1852.55,65.76,43.5,Regular
375-13-3975,34683.05,10382.42,49.6052,44.42937854771431,79.3,138.9,73.0625,84.4089,0.3192,0,1522.08,64.12,25.3,Regular
377-13-3977,259815.21,2595.81,73.4029,37.46524852876606,37.7,33.52,84.3971,50.9066,0.1407,1,4410.56,53.25,5.3,Preferred
378-13-3978,129958.11,3490.8,71.8669,41.8201710874024,62.9,87.91,82.8929,41.5213,0.9398,1,2169.44,73.81,59.1,Preferred
380-13-3980,30529.0,186.64,62.4943,58.0256100624642,39.0,44.57,80.4918,80.109,0.2924,1,3516.28,65.0,11.4,Regular
381-13-3981,64163.99,4969.35,86.2086,47.99870923939072,69.4,69.73,80.2864,64.9195,0.4255,1,1566.92,64.36,29.5,Preferred
382-13-3982,19407.35,24642.72,89.9434,47.03320904520804,59.1,87.88,77.3151,92.6082,0.724,1,1541.95,80.43,42.8,Preferred
384-13-3984,95416.89,1933.67,72.7338,61.81656732820024,31.5,159.17,84.4268,67.1038,0.5654,0,4291.88,70.86,17.8,Preferred
386-13-3986,48872.31,741.71,88.1496,41.33637433027441,32.2,20.55,66.969,98.1323,0.7654,1,928.5,79.19,24.6,Regular
387-13-3987,55414.71,7432.83,95.3297,47.404457330041225,79.6,16.88,37.2023,37.4141,0.6626,1,4461.58,45.98,52.7,Regular
388-13-3988,178662.93,9635.19,80.8203,63.67394024445979,55.8,82.48,29.4255,74.802,0.6867,0,4012.27,54.81,38.3,Preferred
390-13-3990,25921.55,5481.66,69.9002,47.51666340837893,34.2,36.52,96.0555,59.9224,0.733,1,600.73,78.39,25.1,Regular
392-13-3992,119680.08,1326.93,88.6641,47.88744767210445,77.7,78.25,58.4566,82.2728,0.6212,1,8431.63,66.7,48.3,Preferred
393-13-3993,30560.37,10042.59,97.771,52.23793029562464,58.9,21.4,95.3363,64.1759,0.5309,1,4041.28,73.31,31.3,Regular
394-13-3994,138553.2,43042.34,88.948,39.63579505163061,17.8,26.28,34.0642,59.3694,0.5727,1,3423.48,48.62,10.2,Regular
396-13-3996,18000.0,16106.42,93.2359,52.105084359878646,77.9,24.14,56.8714,91.1574,0.666,1,5232.58,70.08,51.9,Regular
397-13-3997,101121.35,6816.41,84.4303,45.190384590490766,90.4,74.81,85.4675,31.0003,0.5943,1,9918.94,61.32,53.7,Preferred
398-13-3998,49516.02,2121.48,92.411,52.18180775226311,107.2,63.08,48.4934,29.6712,0.8261,1,2505.22,53.08,88.6,Regular
400-13-4000,38705.86,11557.77,80.0542,35.75427118399847,64.6,98.0,84.3091,64.5614,0.8791,1,1744.25,79.47,56.8,Preferred
401-13-4001,141726.27,7089.4,74.3747,52.576144377801526,76.2,49.98,94.8906,63.1376,0.6202,1,1399.56,75.5,47.3,Preferred
402-13-4002,81794.29,11784.94,72.7696,63.173813578876704,92.4,49.67,72.398,41.4865,0.5554,1,703.03,58.07,51.3,Preferred
403-13-4003,272793.94,7055.46,72.5204,43.01846189952378,80.6,65.16,85.8001,53.9944,0.5678,1,2865.41,67.55,45.8,Preferred
404-13-4004,98457.4,4148.82,94.9663,45.3647554630527,79.8,21.17,38.5931,88.8486,0.3321,1,1762.98,52.05,26.5,Regular
407-13-4007,22201.83,5109.26,88.6846,40.74531594157326,14.2,87.24,64.0321,57.2223,0.6762,1,3307.46,63.07,9.6,Regular
408-13-4008,54713.65,5890.94,69.9481,54.377396894868106,52.5,14.47,82.3677,62.0759,0.7986,1,331.5,75.53,41.9,Regular
409-13-4009,56224.36,87329.58,76.7026,46.87902361985061,59.0,86.44,93.4607,82.889,0.3865,1,6948.45,73.85,22.8,VIP
410-13-4010,182351.06,47420.7,89.9666,69.37519868145658,24.4,73.47,88.6591,65.2639,0.6752,1,7560.62,75.3,16.5,Preferred
411-13-4011,44898.45,3811.61,76.9997,47.38230860030542,140.7,63.01,66.6375,64.6391,0.7415,1,12848.31,68.29,104.3,Regular
412-13-4012,121818.63,2663.85,75.7818,32.91491267585805,33.5,25.02,68.1711,77.6764,0.8521,1,6811.69,76.13,28.5,Regular
413-13-4013,55563.22,21508.18,52.4353,56.39828247056028,31.7,139.29,71.6124,70.9382,0.3967,0,3574.43,61.83,12.6,Regular
414-13-4014,225097.97,38181.16,75.8926,53.821468800043725,81.2,13.23,77.3541,93.7859,0.6314,1,1470.97,78.02,51.3,Preferred
415-13-4015,20006.43,1162.58,82.2981,51.67008484019404,100.9,31.26,66.6087,44.4351,0.8184,1,5861.17,64.53,82.6,Regular
416-13-4016,154266.06,9516.05,75.8559,62.79203290853708,62.1,35.48,57.9137,88.4951,0.9171,0,1459.45,77.23,57.0,Preferred
417-13-4017,42221.99,4556.57,67.2245,36.52517564678923,26.5,64.71,82.9313,81.2468,0.6662,1,8828.24,77.53,17.7,Regular
418-13-4018,111758.44,11747.35,89.517,41.92707646697348,57.0,100.82,59.7098,24.7069,0.5545,1,2371.28,47.93,31.6,Preferred
419-13-4019,179914.62,19048.7,52.6312,49.54887122332041,36.7,15.28,90.7011,83.2649,0.6479,1,14444.59,80.7,23.8,Preferred
420-13-4020,46824.05,5186.07,83.2016,51.13103142779825,64.5,121.16,91.6317,74.5378,0.8182,1,3185.1,83.56,52.8,Preferred
421-13-4021,27795.2,27195.33,98.6955,48.17198535426772,76.8,46.67,58.1743,31.9281,0.8758,1,4461.68,59.12,67.3,Preferred
422-13-4022,25973.31,26452.97,82.5039,37.456191021804514,33.5,155.91,61.1513,55.8369,0.8603,1,15711.29,67.02,28.8,Regular
423-13-4023,32933.08,4573.31,79.2569,45.44494823495264,59.2,32.18,41.818,58.3681,0.6955,1,2725.12,55.1,41.2,Regular
424-13-4024,18000.0,3817.74,74.409,68.2295825321086,62.4,42.9,79.1699,52.9384,0.9151,1,14756.64,75.0,57.1,Regular
425-13-4025,51056.48,2705.08,55.9453,40.41616086408702,72.3,35.9,36.8128,50.699,0.8055,1,1297.69,54.1,58.2,Regular
427-13-4027,71124.74,24157.03,90.3757,54.41815065252391,38.8,32.56,31.4374,91.5931,0.8155,1,641.61,64.52,31.6,Regular
428-13-4028,45952.63,11068.66,76.9858,57.80819755727412,79.2,148.69,66.1412,65.9798,0.5176,1,2468.25,61.78,41.0,Preferred
429-13-4029,32183.02,49567.73,87.2418,56.34259947496823,23.9,69.92,62.3602,82.0671,0.6178,1,3752.21,68.1,14.8,Preferred
430-13-4030,40148.32,2620.78,58.4966,44.84576877663884,67.4,114.37,71.927,58.207,0.4106,1,2822.18,58.55,27.7,Regular
431-13-4031,73027.95,18785.97,62.3052,41.89624120370172,84.5,26.9,76.6854,45.4314,0.3624,1,6276.49,55.18,30.6,Regular
432-13-4032,106689.56,2844.12,90.4959,69.50514966775629,63.5,42.77,66.0036,90.8392,0.572,0,677.11,70.81,36.3,Preferred
433-13-4033,21020.64,26691.64,75.721,58.98258953311763,63.2,55.33,28.1928,77.4416,0.6402,1,3413.52,53.72,40.5,Regular
434-13-4034,66847.12,2814.96,72.1511,50.22781172422288,45.6,68.84,48.8685,63.9531,0.3521,1,9066.29,49.3,16.1,Regular
435-13-4035,72080.86,4754.08,62.4368,65.14633321340628,31.0,70.82,69.8051,39.9115,0.7234,1,5027.5,61.6,22.4,Regular
436-13-4036,30932.59,12457.11,81.5457,37.35032604845706,84.7,124.82,86.0798,81.0976,0.4496,0,4361.52,72.25,38.1,Regular
438-13-4038,115084.17,6666.68,85.8957,33.052427523864985,107.0,51.34,74.7583,83.2122,0.9402,1,10565.99,83.07,100.6,Preferred
439-13-4039,40172.8,9492.63,65.1502,51.01842103587346,53.0,117.11,66.7685,65.423,0.6094,1,1100.83,64.62,32.3,Regular
440-13-4040,32642.94,29577.56,66.8293,51.48566223885321,52.3,74.97,67.2408,34.1576,0.7654,1,793.52,60.11,40.0,Preferred
442-13-4042,104855.22,19911.88,69.4104,58.53196023051564,69.9,32.04,75.0571,19.8623,0.5817,1,4905.27,53.43,40.7,Preferred
443-13-4043,67903.66,32410.1,80.5419,34.8066511712199,51.2,21.76,76.4776,84.7471,0.9766,1,2028.24,85.31,50.0,Regular
444-13-4044,37347.49,12159.35,57.3706,53.15002941292536,105.5,33.85,70.0779,62.3584,0.7535,1,4125.29,69.34,79.5,Regular
445-13-4045,34859.23,2996.72,84.5921,55.5264222674779,86.1,49.22,85.9698,49.6312,0.5847,1,1062.72,66.82,50.3,Preferred
446-13-4046,89426.8,4398.78,47.0614,50.90085517792987,28.1,41.63,69.9782,67.4772,0.5551,1,4026.87,64.89,15.6,Regular
447-13-4047,33665.62,18902.83,79.6577,37.217465335004206,70.4,58.78,57.0622,64.5505,0.9665,1,3283.72,71.19,68.0,Regular
